"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=plantae&cc=EUR,NOA&show=acconly"
"Access Time","Mon 2017-03-13 02:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","plantae"
"","cc","EUR,NOA"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.63"
"Records Found","37803"
"Records Returned","37803"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1108548","occ","","F","140296","Polygonum","genus","319859","Late Pleistocene","","0.126","0.0117","45363"
"1108918","occ","","","51024","Cyclopteris","genus","125742","Late Pleistocene","","0.126","0.0117","45414"
"1110013","occ","","","140304","Decodon","genus","198879","Middle Eocene","","48.6","37.2","45274"
"1110014","occ","","","140304","Magnolia","genus","54614","Middle Eocene","","48.6","37.2","45274"
"1110015","occ","","F","140569","Stereisporites antiquasporites","species","252486","Albian","Early Cenomanian","113","93.5","45536"
"1110016","occ","","F","140569","Lycopodiumsporites austroclavatidites","species","264487","Albian","Early Cenomanian","113","93.5","45536"
"1110017","occ","","","140569","Lycopodiumsporites clavatoides","species","330000","Albian","Early Cenomanian","113","93.5","45536"
"1110018","occ","","","140569","Camarozonosporites rudis","species","325750","Albian","Early Cenomanian","113","93.5","45536"
"1110019","occ","","","140569","Verrucatosporites","genus","280348","Albian","Early Cenomanian","113","93.5","45536"
"1110020","occ","","","140569","Lycopodiacidites","genus","322312","Albian","Early Cenomanian","113","93.5","45536"
"1110021","occ","","","140569","Calamospora mesozoica","species","278074","Albian","Early Cenomanian","113","93.5","45536"
"1110022","occ","","F","140569","Cyathidites minor","species","252470","Albian","Early Cenomanian","113","93.5","45536"
"1110023","occ","","F","140569","Cyathidites australis","species","252473","Albian","Early Cenomanian","113","93.5","45536"
"1110024","occ","","F","140569","Todisporites minor","species","252542","Albian","Early Cenomanian","113","93.5","45536"
"1110025","occ","","F","140569","Matonisporites","genus","264488","Albian","Early Cenomanian","113","93.5","45536"
"1110026","occ","","F","140569","Matonisporites","genus","264488","Albian","Early Cenomanian","113","93.5","45536"
"1110027","occ","","F","140569","Matonisporites","genus","264488","Albian","Early Cenomanian","113","93.5","45536"
"1110028","occ","","F","140569","Matonisporites","genus","264488","Albian","Early Cenomanian","113","93.5","45536"
"1110029","occ","","","140569","Gleicheniidites circinidites","species","265675","Albian","Early Cenomanian","113","93.5","45536"
"1110030","occ","","F","140569","Gleicheniidites senonicus","species","252492","Albian","Early Cenomanian","113","93.5","45536"
"1110031","occ","","F","140569","Gleicheniidites","genus","252491","Albian","Early Cenomanian","113","93.5","45536"
"1110032","occ","","","140569","Gleicheniidites apilobatus","species","325748","Albian","Early Cenomanian","113","93.5","45536"
"1110033","occ","","F","140569","Gleicheniidites","genus","252491","Albian","Early Cenomanian","113","93.5","45536"
"1110034","occ","","F","140569","Gleicheniidites","genus","252491","Albian","Early Cenomanian","113","93.5","45536"
"1110035","occ","","F","140569","Gleicheniidites","genus","252491","Albian","Early Cenomanian","113","93.5","45536"
"1110037","occ","","","140569","Cicatricosisporites australiensis","species","276874","Albian","Early Cenomanian","113","93.5","45536"
"1110038","occ","","","140569","Appendicisporites tricornitatus","species","276484","Albian","Early Cenomanian","113","93.5","45536"
"1110039","occ","","","140569","Ischyosporites punctatus","species","285902","Albian","Early Cenomanian","113","93.5","45536"
"1110040","occ","","","140569","Apiculatisporites babsae","species","329995","Albian","Early Cenomanian","113","93.5","45536"
"1110041","occ","","","140569","Concavisporites","genus","276946","Albian","Early Cenomanian","113","93.5","45536"
"1110042","occ","","","140569","Concavisporites","genus","276946","Albian","Early Cenomanian","113","93.5","45536"
"1110043","occ","","","140569","Echinatisporis longechinus","species","325739","Albian","Early Cenomanian","113","93.5","45536"
"1110045","occ","","","140569","Foraminisporis dailyi","species","276561","Albian","Early Cenomanian","113","93.5","45536"
"1110046","occ","","F","140569","Laevigatosporites ovatus","species","252494","Albian","Early Cenomanian","113","93.5","45536"
"1110047","occ","","F","140569","Laevigatosporites","genus","250523","Albian","Early Cenomanian","113","93.5","45536"
"1110048","occ","","","140569","Taurocusporites reduncus","species","329495","Albian","Early Cenomanian","113","93.5","45536"
"1110049","occ","","","140569","Taurocusporites segmentatus","species","276492","Albian","Early Cenomanian","113","93.5","45536"
"1110050","occ","","","140569","Triplanosporites sinuosus","species","331920","Albian","Early Cenomanian","113","93.5","45536"
"1110051","occ","","F","140569","Undulatisporites","genus","252477","Albian","Early Cenomanian","113","93.5","45536"
"1110053","occ","","","140569","Platysaccus","genus","340635","Albian","Early Cenomanian","113","93.5","45536"
"1110058","occ","","","140569","Parvisaccites radiatus","species","323202","Albian","Early Cenomanian","113","93.5","45536"
"1110062","occ","","","140569","Callialasporites dampieri","species","276943","Albian","Early Cenomanian","113","93.5","45536"
"1110063","occ","","","140569","Callialasporites","genus","269360","Albian","Early Cenomanian","113","93.5","45536"
"1110064","occ","","","140569","Araucariacites limbatus","species","324138","Albian","Early Cenomanian","113","93.5","45536"
"1110067","occ","","","140569","Ephedripites multicostatus","species","276890","Albian","Early Cenomanian","113","93.5","45536"
"1110069","occ","","","140569","Classopollis torosus","species","276953","Albian","Early Cenomanian","113","93.5","45536"
"1110070","occ","","","140569","Clavatipollenites hughesii","species","276513","Albian","Early Cenomanian","113","93.5","45536"
"1110071","occ","","F","140569","Clavatipollenites","genus","264520","Albian","Early Cenomanian","113","93.5","45536"
"1110072","occ","","","140569","Eucommiidites troedssonii","species","322100","Albian","Early Cenomanian","113","93.5","45536"
"1110075","occ","","","140569","Laricoidites","genus","340616","Albian","Early Cenomanian","113","93.5","45536"
"1110076","occ","","F","140569","Liliacidites","genus","251329","Albian","Early Cenomanian","113","93.5","45536"
"1110077","occ","","","140569","Monosulcites minimus","species","325444","Albian","Early Cenomanian","113","93.5","45536"
"1110078","occ","","F","140569","Monosulcites","genus","276835","Albian","Early Cenomanian","113","93.5","45536"
"1110079","occ","","","140569","Monosulcites chaloneri","species","277958","Albian","Early Cenomanian","113","93.5","45536"
"1110080","occ","","","140569","Palmaepollenites","genus","325975","Albian","Early Cenomanian","113","93.5","45536"
"1110083","occ","","F","140569","Tricolpites","genus","250528","Albian","Early Cenomanian","113","93.5","45536"
"1110084","occ","","","140569","Psilatricolpites psilatus","species","324143","Albian","Early Cenomanian","113","93.5","45536"
"1110087","occ","","F","140569","Retitricolpites","genus","250496","Albian","Early Cenomanian","113","93.5","45536"
"1110088","occ","","F","140569","Retitricolpites","genus","250496","Albian","Early Cenomanian","113","93.5","45536"
"1110089","occ","","F","140569","Retitricolpites","genus","250496","Albian","Early Cenomanian","113","93.5","45536"
"1110651","occ","","","140304","Diploclisia rugulosa","species","260814","Middle Eocene","","48.6","37.2","45274"
"1110652","occ","","","140304","Stephania hootae","species","262040","Middle Eocene","","48.6","37.2","45274"
"1112257","occ","","","140304","Menispermeae","tribe","263032","Middle Eocene","","48.6","37.2","45274"
"1112292","occ","","","140304","Martinmuellera tuberculata","species","263036","Middle Eocene","","48.6","37.2","45274"
"1112295","occ","","","140304","Palaeosinomenium ornamentum","species","263040","Middle Eocene","","48.6","37.2","45274"
"1112296","occ","","","140304","Palaeosinomenium venablesii","species","260811","Middle Eocene","","48.6","37.2","45274"
"1112297","occ","","","140304","Palaeosinomenium","genus","263038","Middle Eocene","","48.6","37.2","45274"
"1112299","occ","","","140304","Pericampylus","genus","263049","Middle Eocene","","48.6","37.2","45274"
"1112309","occ","","","140304","Wardensheppeya","genus","263057","Middle Eocene","","48.6","37.2","45274"
"1112310","occ","","","140304","Karinschmidtia rotulae","species","260806","Middle Eocene","","48.6","37.2","45274"
"1112311","occ","","F","140304","Cocculus lottii","species","260436","Middle Eocene","","48.6","37.2","45274"
"1112652","occ","","","140304","Tinomiscoidea jacquesii","species","261790","Middle Eocene","","48.6","37.2","45274"
"1112653","occ","","","140304","Menispermaceae","family","54612","Middle Eocene","","48.6","37.2","45274"
"1112664","occ","","","140304","Parabaena europaea","species","261775","Middle Eocene","","48.6","37.2","45274"
"1112937","occ","","","140304","Tinosporeae","tribe","263323","Middle Eocene","","48.6","37.2","45274"
"1112941","occ","","","140304","Myristicacarpum","genus","263326","Middle Eocene","","48.6","37.2","45274"
"1112952","occ","","","140304","Nymphaeales","order","54894","Middle Eocene","","48.6","37.2","45274"
"1112953","occ","","","140304","Nyssa disseminata","species","263333","Middle Eocene","","48.6","37.2","45274"
"1112966","occ","","","140304","Cleyera","genus","263334","Middle Eocene","","48.6","37.2","45274"
"1112970","occ","","","140304","Berchemia mellerae","species","261796","Middle Eocene","","48.6","37.2","45274"
"1115170","occ","","","137658","Auritulinasporites","genus","278094","Rhaetian","","208.5","201.3","45972"
"1115175","occ","","","137658","Uvaesporites","genus","323714","Rhaetian","","208.5","201.3","45972"
"1115178","occ","","","137658","Classopollis","genus","276497","Rhaetian","","208.5","201.3","45972"
"1115180","occ","","","137658","Classopollis","genus","276497","Rhaetian","","208.5","201.3","45972"
"1115182","occ","","","137658","Heliosporites","genus","277474","Rhaetian","","208.5","201.3","45972"
"1115184","occ","","","137658","Ovalipollis","genus","340627","Rhaetian","","208.5","201.3","45972"
"1115185","occ","","F","137658","Gleicheniidites","genus","252491","Rhaetian","","208.5","201.3","45972"
"1115186","occ","","F","137658","Peromonolites","genus","264490","Rhaetian","","208.5","201.3","45972"
"1115190","occ","","F","137658","Todisporites","genus","252540","Rhaetian","","208.5","201.3","45972"
"1115877","occ","","F","121686","Teixeiraea","genus","264069","Late Aptian","Early Albian","122.46","109","45991"
"1118045","occ","","","140304","Rutaspermum chandleri","species","261807","Middle Eocene","","48.6","37.2","45274"
"1118056","occ","","","140304","Rutaspermum messelense","species","261757","Middle Eocene","","48.6","37.2","45274"
"1118057","occ","","","140304","Rutaceae","family","55733","Middle Eocene","","48.6","37.2","45274"
"1118062","occ","","","140304","Toddalia","genus","264325","Middle Eocene","","48.6","37.2","45274"
"1118072","occ","","","140304","Sapotispermum","genus","264332","Middle Eocene","","48.6","37.2","45274"
"1118078","occ","","","140304","Ailanthus confucii","species","261794","Middle Eocene","","48.6","37.2","45274"
"1118115","occ","","","140304","Camelliacarpoidea messelensis","species","261771","Middle Eocene","","48.6","37.2","45274"
"1118882","occ","","F","142093","Agathoxylon","genus","279037","Hauterivian","Barremian","132.9","125","46154"
"1119212","occ","","","142143","Callialasporites dampieri","species","276943","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1119213","occ","","","142143","Callialasporites trilobatus","species","276588","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1119218","occ","","","142143","Araucariacites australis","species","264500","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1119219","occ","","F","142143","Cyathidites minor","species","252470","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1119220","occ","","","142143","Deltoidospora toralis","species","322093","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1119221","occ","","","142143","Densoisporites perinatus","species","276801","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1119222","occ","","F","142143","Densoisporites","genus","264482","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1119223","occ","","","142143","Retitriletes austroclavatidites","species","276517","Middle Callovian","Late Callovian","164.7","161.2","46174"
"1120922","occ","","F","142271","Stereisporites antiquasporites","species","252486","Albian","Cenomanian","113","93.9","46192"
"1120923","occ","","F","142271","Lycopodiumsporites austroclavatidites","species","264487","Albian","Cenomanian","113","93.9","46192"
"1120924","occ","","","142271","Lycopodiumsporites clavatoides","species","330000","Albian","Cenomanian","113","93.9","46192"
"1120925","occ","","","142271","Lycopodiacidites","genus","322312","Albian","Cenomanian","113","93.9","46192"
"1120926","occ","","","142271","Calamospora mesozoica","species","278074","Albian","Cenomanian","113","93.9","46192"
"1120927","occ","","F","142271","Cyathidites minor","species","252470","Albian","Cenomanian","113","93.9","46192"
"1120928","occ","","F","142271","Cyathidites australis","species","252473","Albian","Cenomanian","113","93.9","46192"
"1120929","occ","","F","142271","Todisporites minor","species","252542","Albian","Cenomanian","113","93.9","46192"
"1120930","occ","","F","142271","Matonisporites","genus","264488","Albian","Cenomanian","113","93.9","46192"
"1120931","occ","","","142271","Gleicheniidites circinidites","species","265675","Albian","Cenomanian","113","93.9","46192"
"1120932","occ","","F","142271","Gleicheniidites senonicus","species","252492","Albian","Cenomanian","113","93.9","46192"
"1120933","occ","","F","142271","Gleicheniidites","genus","252491","Albian","Cenomanian","113","93.9","46192"
